participant_id,activity_instance_id,activity_attendance,fiscal_year,activity_name,activity_category,activity_label,school,start_date,end_date,total_program_days
46861804,3535885,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2019-04-18,2019-04-18,0
46861804,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
46861804,3536052,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Safavi),Mission HS,2019-05-09,2019-05-09,0
46861804,3538008,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2019-05-16,2019-05-16,0
46861804,3538029,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Pritchard),Mission HS,2019-05-23,2019-05-23,0
46861804,3620656,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Mission Surf Club,Mission HS,2019-05-18,2019-05-18,0
46861904,3384580,61,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46861938,3420508,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shafer),Mission HS,2018-08-30,2018-08-30,0
46861947,3476343,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field (Fiengold-Shaw),Mission HS,2018-11-01,2018-11-01,0
46862005,3517784,5,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Week Without Walls (March 2019),Leadership HS Charter,2019-03-18,2019-03-22,4
46862041,3476343,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field (Fiengold-Shaw),Mission HS,2018-11-01,2018-11-01,0
46862331,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46862359,3538029,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Pritchard),Mission HS,2019-05-23,2019-05-23,0
46862430,3384580,42,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46862518,3440661,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2018-09-20,2018-09-20,0
46862978,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
46862989,3476343,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field (Fiengold-Shaw),Mission HS,2018-11-01,2018-11-01,0
46863022,3384580,66,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46863022,3499380,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Fernandez),Mission HS,2019-02-07,2019-02-07,0
46863077,3384580,48,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46863147,3384580,66,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46863176,3440661,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2018-09-20,2018-09-20,0
46863178,3384580,57,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46863178,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46863178,3474149,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-11-08,2018-11-08,0
46863232,3528332,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-04-11,2019-04-11,0
46863487,3384580,70,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46863515,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
46863571,3384580,20,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46863571,3473499,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-10-04,2018-10-04,0
46863571,3476373,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field trip (Hillard/Surf Club),Mission HS,2018-10-25,2018-10-25,0
46864094,3621419,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT 2019 Backpacking/Camp/Surf Training,Mission HS,2019-06-08,2019-06-13,5
46864506,3473499,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-10-04,2018-10-04,0
46864506,3476373,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field trip (Hillard/Surf Club),Mission HS,2018-10-25,2018-10-25,0
46864631,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
46864631,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
46864770,3417045,28,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Leadership Surfing 101,Leadership HS Charter,2018-08-29,2019-05-22,266
46864770,3517784,4,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Week Without Walls (March 2019),Leadership HS Charter,2019-03-18,2019-03-22,4
46864770,3621418,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 1: Faces SF,Mission HS,2019-06-18,2019-06-20,2
46864770,3621419,6,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT 2019 Backpacking/Camp/Surf Training,Mission HS,2019-06-08,2019-06-13,5
46864830,3538029,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Pritchard),Mission HS,2019-05-23,2019-05-23,0
46864840,3474515,1,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
46865216,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46865216,3499367,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Mufti),Mission HS,2019-02-14,2019-02-14,0
46865216,3499380,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Fernandez),Mission HS,2019-02-07,2019-02-07,0
46865367,3429906,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shah),Mission HS,2018-09-06,2018-09-06,0
46865527,3621418,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 1: Faces SF,Mission HS,2019-06-18,2019-06-20,2
46865675,3429906,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shah),Mission HS,2018-09-06,2018-09-06,0
46866159,3473499,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-10-04,2018-10-04,0
46866159,3476373,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field trip (Hillard/Surf Club),Mission HS,2018-10-25,2018-10-25,0
46866189,3517784,4,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Week Without Walls (March 2019),Leadership HS Charter,2019-03-18,2019-03-22,4
46866228,3517784,4,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Week Without Walls (March 2019),Leadership HS Charter,2019-03-18,2019-03-22,4
46866297,3475642,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,John O'Connell Field Trip 12/15/18,O'Connell (John) HS,2018-12-15,2018-12-15,0
46866343,3384580,62,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46866602,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
46866869,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46866869,3474121,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Skate Club),Mission HS,2018-10-18,2018-10-18,0
46866869,3474149,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-11-08,2018-11-08,0
46866869,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
46866869,3538029,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Pritchard),Mission HS,2019-05-23,2019-05-23,0
46866877,3475642,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,John O'Connell Field Trip 12/15/18,O'Connell (John) HS,2018-12-15,2018-12-15,0
46866889,3474515,13,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
46867140,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46867140,3440661,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2018-09-20,2018-09-20,0
46867140,3474121,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Skate Club),Mission HS,2018-10-18,2018-10-18,0
46867140,3499217,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Dragonboat),Mission HS,2019-03-21,2019-03-21,0
46867140,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
46867140,3528219,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-04-04,2019-04-04,0
46867140,3528375,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Safavi),Mission HS,2019-04-25,2019-04-25,0
46867140,3535885,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2019-04-18,2019-04-18,0
46867140,3621419,6,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT 2019 Backpacking/Camp/Surf Training,Mission HS,2019-06-08,2019-06-13,5
46867236,3526992,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-03-07,2019-03-07,0
46867481,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
46867626,3621418,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 1: Faces SF,Mission HS,2019-06-18,2019-06-20,2
46867838,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46867838,3440661,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2018-09-20,2018-09-20,0
46867838,3474149,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-11-08,2018-11-08,0
46867944,3384580,31,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46867944,3476388,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2018-10-11,2018-10-11,0
46867952,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46867952,3474149,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-11-08,2018-11-08,0
46868024,3384580,58,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46868027,3474515,1,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
46868505,3429906,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shah),Mission HS,2018-09-06,2018-09-06,0
46868514,3417045,15,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Leadership Surfing 101,Leadership HS Charter,2018-08-29,2019-05-22,266
46868566,3475642,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,John O'Connell Field Trip 12/15/18,O'Connell (John) HS,2018-12-15,2018-12-15,0
46868601,3528375,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Safavi),Mission HS,2019-04-25,2019-04-25,0
46868638,3384580,18,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46868788,3621418,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 1: Faces SF,Mission HS,2019-06-18,2019-06-20,2
46868900,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46868900,3473499,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-10-04,2018-10-04,0
46868900,3474121,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Skate Club),Mission HS,2018-10-18,2018-10-18,0
46868900,3474149,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-11-08,2018-11-08,0
46868900,3476373,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field trip (Hillard/Surf Club),Mission HS,2018-10-25,2018-10-25,0
46868962,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
46868996,3384580,61,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46868996,3474121,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Skate Club),Mission HS,2018-10-18,2018-10-18,0
46869531,3384580,84,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46869531,3499217,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Dragonboat),Mission HS,2019-03-21,2019-03-21,0
46869531,3536052,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Safavi),Mission HS,2019-05-09,2019-05-09,0
46869566,3476343,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field (Fiengold-Shaw),Mission HS,2018-11-01,2018-11-01,0
46869656,3429906,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shah),Mission HS,2018-09-06,2018-09-06,0
46869856,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46870550,3429906,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shah),Mission HS,2018-09-06,2018-09-06,0
46870585,3476388,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2018-10-11,2018-10-11,0
46870641,3429906,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shah),Mission HS,2018-09-06,2018-09-06,0
46871021,3476343,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field (Fiengold-Shaw),Mission HS,2018-11-01,2018-11-01,0
46871067,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
46871123,3384580,81,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46871123,3454339,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-12-21,2018-12-21,0
46871146,3528332,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-04-11,2019-04-11,0
46871535,3417045,13,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Leadership Surfing 101,Leadership HS Charter,2018-08-29,2019-05-22,266
46871552,3535885,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2019-04-18,2019-04-18,0
46871585,3475642,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,John O'Connell Field Trip 12/15/18,O'Connell (John) HS,2018-12-15,2018-12-15,0
46871661,3476388,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2018-10-11,2018-10-11,0
46871661,3528332,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-04-11,2019-04-11,0
46871689,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46871689,3476388,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2018-10-11,2018-10-11,0
46872027,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46872115,3384580,45,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46872155,3517784,5,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Week Without Walls (March 2019),Leadership HS Charter,2019-03-18,2019-03-22,4
46872683,3417045,10,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Leadership Surfing 101,Leadership HS Charter,2018-08-29,2019-05-22,266
46872695,3417045,12,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Leadership Surfing 101,Leadership HS Charter,2018-08-29,2019-05-22,266
46872724,3384580,25,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46872848,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46872848,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46872848,3473499,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-10-04,2018-10-04,0
46872848,3474121,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Skate Club),Mission HS,2018-10-18,2018-10-18,0
46872848,3476373,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field trip (Hillard/Surf Club),Mission HS,2018-10-25,2018-10-25,0
46872961,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46872993,3621424,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46873375,3621418,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 1: Faces SF,Mission HS,2019-06-18,2019-06-20,2
46873595,3384580,60,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46873706,3384580,10,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46874195,3475642,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,John O'Connell Field Trip 12/15/18,O'Connell (John) HS,2018-12-15,2018-12-15,0
46875178,3474515,4,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
46875282,3384580,64,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
46875282,3440566,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-09-13,2018-09-13,0
46875282,3474121,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Skate Club),Mission HS,2018-10-18,2018-10-18,0
